 
1.015520 0.971291 0.927758 0.948822 0.771126 0.732474 0.646393 0.579828 0.429990 0.252307 0.176429 0.044180 -0.071176 -0.093288 -0.206084 -0.608653 -0.668264 -0.812550 -0.961761 -1.682314 -1.693642 -1.820446 -1.875863 -1.913095 -1.949417 -1.986366 -1.977638 -2.006238 -1.994045 -2.028820 -1.977374 -1.846481 -1.873146 -1.750612 -1.677341 -1.576481 -1.519473 -1.511103 -1.335102 -1.259843 -0.881427 -0.686040 -0.515431 -0.503993 -0.324982 -0.156987 -0.049052 0.029711 0.180473 0.290553 0.417773 

-4.000000 -3.840000 -3.680000 -3.600000 -3.520000 -3.360000 -3.280000 -2.960000 -2.880000 -2.800000 -2.400000 -2.320000 -1.600000 -1.520000 -1.360000 -1.280000 -1.120000 -1.040000 -0.880000 -0.640000 -0.480000 -0.400000 -0.320000 -0.240000 -0.160000 0.000000 0.080000 0.160000 0.240000 0.400000 0.560000 0.640000 0.960000 1.040000 1.120000 1.360000 1.440000 1.600000 1.680000 1.840000 2.240000 2.320000 2.480000 2.560000 2.880000 2.960000 3.120000 3.520000 3.600000 3.920000 4.000000 
0.283994 0.272918 0.258591 0.246844 0.214777 0.242778 0.178567 0.140687 0.102898 0.092789 -0.111262 -0.148289 -0.666084 -0.759892 -0.916820 -0.926784 -1.049264 -1.134857 -1.272191 -1.428605 -1.507288 -1.520664 -1.632667 -1.654198 -1.651722 -1.737808 -1.729725 -1.792677 -1.788060 -1.819851 -1.798436 -1.776392 -1.665531 -1.665906 -1.595740 -1.470973 -1.423268 -1.325633 -1.226767 -1.121407 -0.810209 -0.710484 -0.570591 -0.474042 -0.227532 -0.210741 -0.068724 0.184081 0.185287 0.275713 0.224007 

-4.000000 -3.840000 -3.760000 -3.520000 -3.360000 -3.200000 -2.880000 -2.560000 -2.400000 -2.320000 -2.160000 -2.000000 -1.920000 -1.840000 -1.760000 -1.680000 -1.600000 -1.360000 -1.200000 -1.120000 -1.040000 -0.960000 -0.800000 -0.640000 -0.240000 -0.160000 -0.080000 0.000000 0.080000 0.240000 0.560000 0.640000 0.800000 0.880000 1.040000 1.600000 1.680000 1.840000 2.000000 2.080000 2.240000 2.320000 2.400000 2.480000 2.880000 3.120000 3.200000 3.600000 3.760000 3.840000 3.920000 
-0.765455 -0.771652 -0.705313 -0.598746 -0.520866 -0.415129 -0.230554 -0.082325 0.017001 0.015830 0.074338 0.091061 0.126016 0.166125 0.197018 0.210477 0.190127 0.243902 0.214906 0.225755 0.168861 0.207652 0.169337 0.150445 0.038644 -0.029728 -0.042384 -0.056677 -0.073388 -0.199040 -0.253058 -0.288152 -0.379596 -0.394252 -0.477147 -0.662750 -0.696115 -0.770909 -0.837562 -0.878126 -0.892173 -0.938124 -0.986793 -1.003216 -1.140980 -1.214794 -1.242852 -1.179722 -1.185750 -1.132606 -1.121802 
 
-3.600000 -3.520000 -3.360000 -3.040000 -2.960000 -2.800000 -2.640000 -2.560000 -2.400000 -2.160000 -1.760000 -1.600000 -1.520000 -1.440000 -1.360000 -1.280000 -1.120000 -1.040000 -0.960000 -0.880000 -0.480000 -0.400000 -0.240000 -0.080000 0.080000 0.160000 0.720000 0.880000 0.960000 1.040000 1.200000 1.440000 1.520000 1.760000 2.160000 2.240000 2.320000 2.400000 2.480000 2.560000 3.040000 3.120000 3.200000 3.280000 3.360000 3.520000 3.600000 3.760000 3.840000 3.920000 4.000000 
-0.134880 -0.201336 -0.381842 -0.249148 -0.092744 0.430618 0.682363 0.677868 0.376724 -0.490846 -0.833883 -0.403254 -0.201525 0.065103 0.307622 0.539387 0.893084 0.973473 1.024813 0.975314 0.078384 -0.123635 -0.319279 -0.238261 0.065187 0.231612 -0.457095 -0.861502 -0.991073 -1.200674 -1.451798 -1.802084 -1.842023 -1.847235 -1.396862 -1.272133 -1.191614 -1.051539 -1.003811 -0.912781 -0.751469 -0.748752 -0.721750 -0.722638 -0.643565 -0.317772 -0.122889 0.228838 0.320283 0.345590 0.305563 
 

-4.000000 -3.840000 -3.680000 -3.520000 -3.360000 -3.200000 -2.960000 -2.880000 -2.800000 -2.720000 -2.640000 -2.560000 -2.480000 -2.400000 -2.160000 -2.000000 -1.920000 -1.520000 -1.440000 -0.960000 -0.880000 -0.800000 -0.480000 -0.400000 -0.320000 -0.080000 0.160000 0.240000 0.560000 0.640000 0.720000 0.880000 0.960000 1.120000 1.280000 1.440000 1.520000 1.680000 1.760000 1.840000 2.400000 2.560000 2.640000 2.720000 2.960000 3.040000 3.120000 3.200000 3.280000 3.680000 4.000000 
-1.029610 -0.959705 -0.847077 -0.571026 -0.154786 0.535393 1.672960 1.937209 2.169559 2.228463 2.266283 2.134461 2.013424 1.839902 1.483212 1.433035 1.453863 1.328006 1.107414 -0.028773 0.012531 -0.012439 0.187975 0.143304 0.052226 -0.048192 -0.091002 -0.005837 -0.163487 -0.227511 -0.401384 -0.713994 -0.857075 -1.225166 -1.640660 -1.920629 -1.993422 -1.944352 -1.949125 -1.916304 -1.330309 -0.957080 -0.724640 -0.503830 -0.272195 -0.334109 -0.381241 -0.470727 -0.480241 -0.285780 0.100593 
 
-3.600000 -3.520000 -3.200000 -3.120000 -3.040000 -2.720000 -2.560000 -2.080000 -2.000000 -1.840000 -1.760000 -1.600000 -1.360000 -1.280000 -1.200000 -1.120000 -0.960000 -0.880000 -0.720000 -0.640000 -0.400000 -0.080000 0.080000 0.160000 0.240000 0.480000 0.560000 0.640000 0.720000 0.800000 0.880000 0.960000 1.040000 1.120000 1.200000 1.280000 1.360000 1.440000 1.600000 1.840000 2.240000 2.560000 2.800000 3.120000 3.200000 3.280000 3.360000 3.440000 3.600000 3.760000 4.000000 
0.584297 0.436948 0.247564 0.334488 0.443556 1.172181 1.297790 1.252127 1.328207 1.508026 1.543502 1.396797 0.815171 0.496103 0.345387 0.147199 -0.083044 -0.006824 0.131021 0.260682 0.542030 0.371290 0.103257 -0.103230 -0.306693 -0.948180 -1.090353 -1.291125 -1.516682 -1.651909 -1.828673 -2.026776 -2.188247 -2.370442 -2.403781 -2.538475 -2.605860 -2.571596 -2.210054 -1.336788 -0.193379 -0.821171 -1.281694 -0.885744 -0.740785 -0.604148 -0.549802 -0.540902 -0.575608 -0.762336 -0.896466 
